spp,D.max_cm,D.min_cm,h.max_cm,Mort_total,Mort_Rec,Mort_Trans,Mort_Ant,,Morph,key_sp,Ac_sediment_type,Prof_metros,Pol,Zona,Tran,Est,Sub_zona,MorphSub_zona
PAST,10,10,1,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,10,10,1,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,10,10,1,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,10,10,1,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PPOR,15,15,10,0,0,0,0,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
PAST,20,20,10,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,10,10,2,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,10,10,2,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,10,10,2,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,10,10,2,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PPOR,50,50,25,30,0,0,30,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
PSTR,15,15,10,0,0,0,0,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
SINT,5,5,11,0,0,0,0,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,12,12,13,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,12,12,13,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PPOR,10,10,2,0,0,0,0,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
PPOR,10,10,2,0,0,0,0,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
PAST,10,10,1,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PAST,20,10,3,0,0,0,0,,Mass,N/A,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
SSID,10,10,1,0,0,0,0,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PPOR,10,10,1,0,0,0,0,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
SSID,40,30,30,0,0,0,0,,Mass,key_sp,authocthonous,4.1,Sur,RF,15,FR_S,_S&G,Mass_S&G
PPOR,10,10,10,60,0,0,60,,Digi,key_sp,allochthonous,4.1,Sur,RF,15,FR_S,S&G,DigiS&G
SRAD,5,5,1,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
AAGA,25,20,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,25,20,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,25,20,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,5,4,1,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,12,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,12,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
PPOR,10,10,2,0,0,0,0,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
PAST,10,10,5,0,0,0,0,,Mass,N/A,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
PSTR,40,25,25,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
AAGA,12,10,3,40,10,10,20,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
SSID,15,15,10,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
AAGA,10,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
PPOR,15,13,10,30,0,0,30,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
PPOR,15,13,10,0,0,0,0,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
PPOR,15,13,10,0,0,0,0,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
SSID,10,10,3,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
SSID,10,10,3,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
SSID,10,10,3,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
PAST,12,10,12,0,0,0,0,,Mass,N/A,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
PAST,12,10,12,0,0,0,0,,Mass,N/A,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
PPOR,15,10,10,0,0,0,0,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
PPOR,50,30,20,20,0,0,20,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
SSID,10,10,3,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
SSID,12,10,5,5,0,0,5,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
PPOR,30,10,13,0,0,0,0,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
PPOR,30,10,13,0,0,0,0,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
PPOR,50,40,20,10,0,0,10,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
PPOR,50,40,20,0,0,0,0,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
PPOR,25,20,10,50,0,0,50,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
PAST,8,8,3,0,0,0,0,,Mass,N/A,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
PPOR,5,5,2,0,0,0,0,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AFRA,15,10,3,0,0,0,0,,Foli,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
DSTO,10,10,10,70,10,30,30,,Mass,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
PSTR,10,10,3,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
AAGA,10,10,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
SSID,10,10,3,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
AAGA,5,5,2,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
SSID,10,10,3,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
SSID,10,10,3,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
AAGA,20,12,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,2,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
PAST,5,5,2,0,0,0,0,,Mass,N/A,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
PAST,5,5,2,0,0,0,0,,Mass,N/A,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
SSID,5,5,2,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
SSID,20,10,5,30,0,0,30,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
MCAV,70,50,50,30,0,0,30,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
PPOR,20,20,5,0,0,0,0,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
AAGA,10,10,15,0,0,0,0,,submas_enc,N/A,allochthonous,8.85,Sur,HG,7,HGC_S,_HGC,submas_enc_HGC
OFAV,75,40,48,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
SSID,25,25,12,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
SSID,30,30,12,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
MCAV,25,20,10,0,0,0,0,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
SSID,25,20,10,50,0,0,50,,Mass,key_sp,authocthonous,8.85,Sur,HG,7,HGC_S,_HGC,Mass_HGC
PPOR,30,25,20,0,0,0,0,,Digi,key_sp,allochthonous,8.85,Sur,HG,7,HGC_S,MSE,DigiMSE
SINT,15,12,5,1,0,0,1,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
AAGA,10,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,5,5,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,8,7,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
MCAV,50,50,40,0,0,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
AAGA,10,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
MCAV,30,30,30,0,0,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
PPOR,30,30,30,0,0,0,0,,Digi,key_sp,allochthonous,10,Sur,HG,8,HGC_S,MSE,DigiMSE
AAGA,45,30,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
MCAV,40,20,20,0,0,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
MCAV,10,10,10,0,0,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
PPOR,25,25,20,0,0,0,0,,Digi,key_sp,allochthonous,10,Sur,HG,8,HGC_S,MSE,DigiMSE
AAGA,20,20,20,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,30,20,20,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
PSTR,60,50,40,35,0,0,35,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
SSID,10,8,3,0,0,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
MCAV,7,7,5,0,0,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
AAGA,15,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,15,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
PSTR,10,10,10,0,0,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
PPOR,75,30,36,10,0,0,10,,Digi,key_sp,allochthonous,10,Sur,HG,8,HGC_S,MSE,DigiMSE
MCAV,15,12,8,0,0,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
AAGA,15,15,2,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
PPOR,50,30,35,0,0,0,0,,Digi,key_sp,allochthonous,10,Sur,HG,8,HGC_S,MSE,DigiMSE
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
SSID,20,10,15,0,0,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
PPOR,10,10,10,0,0,0,0,,Digi,key_sp,allochthonous,10,Sur,HG,8,HGC_S,MSE,DigiMSE
AAGA,8,7,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,8,7,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,8,7,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,8,7,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
PAST,18,15,18,0,0,0,0,,Mass,N/A,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
MCAV,30,30,30,22,5,2,15,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
SSID,15,15,15,0,0,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
MCAV,15,15,15,0,0,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
MMEA,18,18,10,99,0,89,10,,Mass,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
PAST,10,10,10,0,0,0,0,,Mass,N/A,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
AAGA,15,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,15,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,15,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,15,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,15,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,15,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
PPOR,25,25,20,0,0,0,0,,Digi,key_sp,allochthonous,10,Sur,HG,8,HGC_S,MSE,DigiMSE
PSTR,30,30,30,98,8,60,30,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
AAGA,25,20,10,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,25,25,25,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
MCAV,25,25,25,60,0,0,60,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
AAGA,7,7,1,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
MMEA,60,40,50,99,0,90,9,,Mass,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
OFAV,25,21,25,0,0,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
AAGA,25,25,20,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,20,20,5,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
MCAV,15,15,15,0,0,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
OFAV,100,80,90,23,8,5,10,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
PAST,10,10,10,0,0,0,0,,Mass,N/A,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
AAGA,20,18,2,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
SSID,15,15,25,5,5,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
AAGA,12,12,8,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,12,12,8,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,12,12,8,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,12,12,8,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,12,12,8,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
AAGA,12,12,8,0,0,0,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
PSTR,20,30,20,68,5,60,3,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
MCAV,8,8,8,10,10,0,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
AAGA,40,25,30,35,20,15,0,,submas_enc,N/A,allochthonous,10,Sur,HG,8,HGC_S,_HGC,submas_enc_HGC
PSTR,60,60,30,25,10,15,0,,Mass,key_sp,authocthonous,10,Sur,HG,8,HGC_S,_HGC,Mass_HGC
SSID,60,60,30,10,0,0,10,,Mass,key_sp,authocthonous,3.85,Sur,RF,16,FR_S,_S&G,Mass_S&G
PDIV,5,5,5,0,0,0,0,,Digi,N/A,allochthonous,3.85,Sur,RF,16,FR_S,S&G,DigiS&G
PAST,5,5,5,0,0,0,0,,Mass,N/A,authocthonous,3.85,Sur,RF,16,FR_S,_S&G,Mass_S&G
PAST,10,10,5,0,0,0,0,,Mass,N/A,authocthonous,3.85,Sur,RF,16,FR_S,_S&G,Mass_S&G
PDIV,5,5,5,0,0,0,0,,Digi,N/A,allochthonous,3.85,Sur,RF,16,FR_S,S&G,DigiS&G
PAST,10,10,10,0,0,0,0,,Mass,N/A,authocthonous,3.85,Sur,RF,16,FR_S,_S&G,Mass_S&G
ACER,15,10,15,0,0,0,0,,Bran,key_sp,allochthonous,3.85,Sur,RF,16,FR_S,S&G,BranS&G
SSID,30,30,20,50,0,0,50,,Mass,key_sp,authocthonous,3.85,Sur,RF,16,FR_S,_S&G,Mass_S&G
ACER,30,30,30,0,0,0,0,,Bran,key_sp,allochthonous,3.85,Sur,RF,16,FR_S,S&G,BranS&G
PAST,15,15,10,10,5,5,0,,Mass,N/A,authocthonous,3.85,Sur,RF,16,FR_S,_S&G,Mass_S&G
AAGA,10,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,3.85,Sur,RF,16,FR_S,_S&G,Bran_S&G
SSID,25,25,15,0,0,0,0,,Mass,key_sp,authocthonous,3.85,Sur,RF,16,FR_S,_S&G,Mass_S&G
SSID,25,25,15,0,0,0,0,,Mass,key_sp,authocthonous,3.85,Sur,RF,16,FR_S,_S&G,Mass_S&G
AAGA,20,20,15,10,0,0,10,,submas_enc,N/A,allochthonous,3.85,Sur,RF,16,FR_S,_S&G,submas_enc_S&G
SSID,50,50,35,15,0,0,15,,Mass,key_sp,authocthonous,3.85,Sur,RF,16,FR_S,_S&G,Mass_S&G
AAGA,15,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,3.85,Sur,RF,16,FR_S,_S&G,submas_enc_S&G
AAGA,5,10,5,0,0,0,0,,submas_enc,N/A,allochthonous,3.85,Sur,RF,16,FR_S,_S&G,submas_enc_S&G
SSID,10,10,5,15,0,0,15,,Mass,key_sp,authocthonous,3.85,Sur,RF,16,FR_S,_S&G,Mass_S&G
PPOR,25,25,20,0,0,0,0,,Digi,key_sp,allochthonous,3.85,Sur,RF,16,FR_S,S&G,DigiS&G
SSID,12,12,12,0,0,0,0,,Mass,key_sp,authocthonous,3.85,Sur,RF,16,FR_S,_S&G,Mass_S&G
ACER,15,15,10,0,0,0,0,,Bran,key_sp,allochthonous,3.85,Sur,RF,16,FR_S,S&G,BranS&G
PDIV,10,10,5,0,0,0,0,,Digi,N/A,allochthonous,3.85,Sur,RF,16,FR_S,S&G,DigiS&G
AAGA,14,14,10,50,0,0,50,,Foli,N/A,allochthonous,3.85,Sur,RF,16,FR_S,_S&G,Foli_S&G
SSID,15,12,8,0,0,0,0,,Mass,key_sp,authocthonous,3.85,Sur,RF,16,FR_S,_S&G,Mass_S&G
ACER,30,20,10,0,0,0,0,,Bran,key_sp,allochthonous,3.85,Sur,RF,16,FR_S,S&G,BranS&G
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,3.85,Sur,RF,16,FR_S,_S&G,submas_enc_S&G
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,3.85,Sur,RF,16,FR_S,_S&G,submas_enc_S&G
AAGA,10,10,10,0,0,0,0,,submas_enc,N/A,allochthonous,3.85,Sur,RF,16,FR_S,_S&G,submas_enc_S&G
ACER,10,10,10,0,0,0,0,,Bran,key_sp,allochthonous,3.85,Sur,RF,16,FR_S,S&G,BranS&G
SSID,70,65,40,55,5,5,45,,Mass,key_sp,authocthonous,3.85,Sur,RF,16,FR_S,_S&G,Mass_S&G
PAST,10,10,3,0,0,0,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PAST,15,10,5,0,0,0,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PAST,7,7,5,0,0,0,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PAST,12,12,10,0,0,0,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PAST,10,10,10,0,0,0,0,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
MCAV,25,15,20,10,0,0,10,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
SSID,7,7,7,5,0,0,5,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,25,15,5,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
PAST,15,10,10,60,0,0,60,,Mass,N/A,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
PPOR,20,20,20,0,0,0,0,,Digi,key_sp,allochthonous,8.5,Centro,HG,5,HGC_C,MSE,DigiMSE
AAGA,14,8,8,20,10,10,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
SSID,10,10,5,10,0,0,10,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
AAGA,5,5,12,0,0,0,0,,submas_enc,N/A,allochthonous,8.5,Centro,HG,5,HGC_C,_HGC,submas_enc_HGC
SINT,10,8,3,0,0,0,0,,Mass,key_sp,authocthonous,8.5,Centro,HG,5,HGC_C,_HGC,Mass_HGC
